WELL,DEPTH_MD,RDEP,RHOB,GR,NPHI,PEF,DTC,FORCE_2020_LITHOFACIES_LITHOLOGY
16/10-1,2665.4557898,5.8569893837,2.5919759274,11.108120918,0.0881817341,4.6045722961,64.931602478,70032
16/10-1,2665.6077898,5.8284282684,2.5942175388,10.42099762,0.0844574273,4.6331858635,64.262374878,70032
16/10-1,2665.7597898,5.7502708435,2.5976085663,10.09824276,0.0820370689,4.8733153343,63.682258606,70032
16/10-1,2665.9117898,5.60841465,2.5987253189,10.976861954,0.089325197,4.936044693,63.827236176,70032
16/10-1,2666.0637898,5.6024489403,2.5913252831,13.358905792,0.09788955,4.6914606094,64.670845032,70032
16/10-1,2666.2157898,5.7986750603,2.5820097923,15.148938179,0.0957413763,4.6834211349,65.383514404,70032
16/10-1,2666.3677898,5.9155874252,2.5789313316,14.931225777,0.0841352418,4.8322739601,64.835716248,70032
16/10-1,2666.5197898,5.8575530052,2.5742502213,13.326822281,0.0754479095,5.0701160431,63.126289368,70032
16/10-1,2666.6717898,5.74360466,2.5736861229,10.621567726,0.0773387626,5.1135239601,61.598819733,70032
16/10-1,2666.8237898,5.643828392,2.5786132813,9.0617723465,0.0837792754,5.1405472755,60.601444244,70032
16/10-1,2666.9757898,5.6471962929,2.5879275799,9.4103279114,0.0878164545,5.1418409348,61.297092438,70032
16/10-1,2667.1277898,5.7612934113,2.5945556164,10.102079391,0.0874743611,4.9642958641,62.634151459,70032
16/10-1,2667.2797898,5.8622179031,2.5983641148,11.682237625,0.0882449597,4.8098058701,63.777442932,70032
16/10-1,2667.4317898,5.8531441689,2.5973370075,13.720058441,0.0902155712,4.7486100197,64.753265381,70032
16/10-1,2667.5837898,5.7835288048,2.5937120914,15.882829666,0.091054976,4.8213596344,65.321624756,70032
16/10-1,2667.7357898,5.7171082497,2.588309288,16.123493195,0.091249235,4.8611979485,65.369148254,70032
16/10-1,2667.8877898,5.6386299133,2.5781533718,14.324224472,0.0909472853,4.7706699371,64.494812012,70032
16/10-1,2668.0397898,5.5446276665,2.5685663223,12.879612923,0.0922598317,4.7267298698,63.685897827,70032
16/10-1,2668.1917898,5.4772462845,2.5631999969,11.910773277,0.0931498557,4.8749847412,63.187522888,70032
16/10-1,2668.3437898,5.4429535866,2.5677227974,11.522458076,0.0931461751,5.0679187775,63.435146332,70032
16/10-1,2668.4957898,5.4036278725,2.5777933598,11.036108017,0.0918207988,5.0807766914,63.936832428,70032
16/10-1,2668.6477898,5.3466773033,2.582709074,10.272161484,0.0918686837,4.7887477875,64.307533264,70032
16/10-1,2668.7997898,5.2537732124,2.5821979046,9.517244339,0.0937062949,4.5815544128,64.808540344,70032
16/10-1,2668.9517898,5.1172986031,2.5868237019,9.962439537,0.0949565694,4.4932904243,65.060852051,70032
16/10-1,2669.1037898,4.9977021217,2.5879204273,11.512652397,0.0968905017,4.4828281403,65.185523987,70032
16/10-1,2669.2557898,4.9085159302,2.5847229958,12.173710823,0.0988385081,4.6654071808,65.189804077,70032
16/10-1,2669.4077898,4.831741333,2.5775504112,11.876371384,0.1017014459,4.9272403717,65.005264282,70032
16/10-1,2669.5597898,4.7843403816,2.5674726963,10.736319542,0.1023290381,5.1793355942,65.172691345,70032
16/10-1,2669.7117898,4.7796525955,2.5601227283,10.441233635,0.1020788327,5.1768312454,65.322364807,70032
16/10-1,2669.8637898,4.810716629,2.5549724102,10.913543701,0.1029241607,4.9350404739,65.301651001,70032
16/10-1,2670.0157898,4.8536930084,2.5567753315,11.284576416,0.1026964486,4.7341537476,65.265777588,70032
16/10-1,2670.1677898,4.929669857,2.560229063,11.605490685,0.1005485207,4.709186554,65.058227539,70032
16/10-1,2670.3197898,5.0433120728,2.5635147095,10.987145424,0.099416621,4.681219101,65.067100525,70032
16/10-1,2670.4717898,5.1822271347,2.5662481785,11.168498039,0.0995775387,4.6191525459,64.712150574,70032
16/10-1,2670.6237898,5.3214850426,2.5700666904,11.532058716,0.0986040831,4.408495903,64.432243347,70032
16/10-1,2670.7757898,5.4521727562,2.5713195801,11.381139755,0.0941655859,4.2947874069,63.930858612,70032
16/10-1,2670.9277898,5.5418920517,2.5731592178,10.79343605,0.089745231,4.2323384285,63.363170624,70032
16/10-1,2671.0797898,5.5846009254,2.5753700733,10.715147018,0.092185162,4.097700119,63.893806458,70032
16/10-1,2671.2317898,5.6186408997,2.5806956291,12.271055222,0.0973388702,4.0391302109,64.878372192,70032
16/10-1,2671.3837898,5.651971817,2.5875461102,14.081612587,0.1019237041,4.1275119781,65.444396973,70032
16/10-1,2671.5357898,5.6384677887,2.5931034088,16.069124222,0.1042883322,4.3695774078,65.761917114,70032
16/10-1,2671.6877898,5.576479435,2.594615221,17.770175934,0.1072561145,4.5060329437,66.304946899,70032
16/10-1,2671.8397898,5.5018553734,2.5883777142,18.61532402,0.1104628518,4.5825829506,66.429618835,70032
16/10-1,2671.9917898,5.4608645439,2.5824475288,17.940080643,0.109160684,4.4700350761,66.717155457,70032
16/10-1,2672.1437898,5.4689736366,2.5835828781,15.761623383,0.1032758728,4.3463354111,66.838111877,70032
16/10-1,2672.2957898,5.463947773,2.5903868675,13.524364471,0.0957280621,4.2951703072,66.464096069,70032
16/10-1,2672.4477898,5.4198422432,2.592761755,12.716995239,0.0955369025,4.4955534935,66.356613159,70032
16/10-1,2672.5997898,5.4076824188,2.584414959,13.815495491,0.0996182859,4.8619117737,66.394042969,70032
16/10-1,2672.7517898,5.4092011452,2.573662281,15.533584595,0.1037005261,4.9411883354,66.092056274,70032
16/10-1,2672.9037898,5.3692107201,2.5700509548,15.312732697,0.104423672,4.8601465225,65.979644775,70032
16/10-1,2673.0557898,5.3491425514,2.5697369576,14.260333061,0.1029018611,4.7754254341,66.176994324,70032
16/10-1,2673.2077898,5.3351478577,2.5714385509,13.870257378,0.1003418267,4.6858148575,65.991676331,70032
16/10-1,2673.3597898,5.2627263069,2.5686767101,15.253834724,0.1001375169,4.5380163193,65.830345154,70032
16/10-1,2673.5117898,5.2077732086,2.5693149567,16.321435928,0.1044005975,4.4725017548,66.482063293,70032
16/10-1,2673.6637898,5.14620924,2.5714321136,15.78023243,0.1084915772,4.5290145874,66.391830444,70032
16/10-1,2673.8157898,4.9792509079,2.5680444241,14.401350021,0.1083491817,4.6619310379,65.525177002,70032
16/10-1,2673.9677898,4.8130087852,2.5575592518,14.440154076,0.1079204604,4.5811562538,65.587509155,70032
16/10-1,2674.1197898,4.7371296883,2.5484311581,15.744432449,0.1145879626,4.4099979401,65.823783875,70032
16/10-1,2674.2717898,4.7266736031,2.5440969467,16.518205643,0.1193793193,4.4082937241,65.976898193,70032
16/10-1,2674.4237898,4.7743940353,2.5485835075,15.051314354,0.1129230931,4.6121020317,65.848083496,70032
16/10-1,2674.5757898,4.809006691,2.5563764572,12.848780632,0.1014234945,5.2363243103,65.512878418,70032
16/10-1,2674.7277898,4.7429895401,2.5659749508,10.556166649,0.0947293863,5.6757488251,64.121009827,70032
16/10-1,2674.8797898,4.6561183929,2.563570261,9.5391235352,0.0975824147,5.6259789467,63.028888702,70032
16/10-1,2675.0317898,4.6553864479,2.5490119457,8.9578390121,0.1024722382,5.0043253899,63.065910339,70032
16/10-1,2675.1837898,4.7363843918,2.5418872833,10.48982048,0.1086595133,4.410984993,63.801597595,70032
16/10-1,2675.3357898,4.8556089401,2.5539624691,12.440029144,0.1117376611,4.2078399658,64.876571655,70032
16/10-1,2675.4877898,4.9753556252,2.5719218254,14.373828888,0.1085516214,4.1752009392,65.593490601,70032
16/10-1,2675.6397898,5.0133476257,2.5758104324,16.202775955,0.1016526297,4.2715673447,65.866035461,70032
16/10-1,2675.7917898,4.9684934616,2.5680055618,17.861700058,0.09971641,4.2627148628,66.177719116,70032
16/10-1,2675.9437898,4.9390358925,2.5610365868,20.74331665,0.101222232,4.1886944771,66.283477783,70032
16/10-1,2676.0957898,4.9590559006,2.5649087429,22.1024189,0.1010666564,4.2117152214,66.193145752,70032
16/10-1,2676.2477898,4.9660782814,2.5718884468,21.821784973,0.0990081504,4.1592159271,66.380157471,70032
16/10-1,2676.3997898,4.9702043533,2.5727581978,21.122083664,0.1021017134,4.4124994278,66.63432312,70032
16/10-1,2676.5517898,4.9743237495,2.5704810619,21.792098999,0.1098630503,4.5852046013,66.963897705,70032
16/10-1,2676.7037898,4.9646806717,2.5647056103,23.655916214,0.1159126312,4.7546167374,67.566192627,70032
16/10-1,2676.8557898,4.9313139915,2.5615260601,23.889320374,0.1174154207,4.5066728592,68.243629456,70032
16/10-1,2677.0077898,4.888792038,2.5572304726,23.48752594,0.1147743091,4.0642747879,68.434631348,70032
16/10-1,2677.1597898,4.8247833252,2.5588958263,23.384523392,0.1124603376,3.8971869946,69.034324646,70032
16/10-1,2677.3117898,4.7756261826,2.5635330677,24.057714462,0.1090325788,4.0338525772,68.453773499,70032
16/10-1,2677.4637898,4.7510213852,2.5651538372,23.684560776,0.107787326,4.2665038109,67.955085754,70032
16/10-1,2677.6157898,4.733938694,2.560229063,22.50359726,0.1123240665,4.3792510033,67.920051575,70032
16/10-1,2677.7677898,4.7755522728,2.5527305603,21.764453888,0.1187752858,4.4218225479,68.583641052,70032
16/10-1,2677.9197898,4.8637342453,2.553789854,21.644296646,0.1216718405,4.4567575455,68.667015076,70032
16/10-1,2678.0717898,4.9637713432,2.5610644817,21.711603165,0.1157496199,4.5163040161,68.417671204,70032
16/10-1,2678.2237898,5.045753479,2.5661652088,19.969121933,0.107394591,4.4226741791,68.168327332,70032
16/10-1,2678.3757898,5.0403571129,2.5651006699,18.791307449,0.105121322,4.4119348526,67.716430664,70032
16/10-1,2678.5277898,4.9733381271,2.5638229847,17.923622131,0.1066114902,4.3052911758,67.044639587,70032
16/10-1,2678.6797898,4.9142990112,2.5688569546,20.007146835,0.1088572145,4.2779397964,67.193832397,70032
16/10-1,2678.8317898,4.906431675,2.5723004341,23.149669647,0.1127627641,4.0943069458,68.230735779,70032
16/10-1,2678.9837898,4.9092898369,2.5671775341,25.952266693,0.1196212023,3.9999010563,69.274383545,70032
16/10-1,2679.1357898,4.9287199974,2.5640954971,26.942266464,0.1271693259,4.0760340691,70.147087097,70032
16/10-1,2679.2877898,4.9776329994,2.5665004253,25.471830368,0.1276706308,4.4180855751,70.480209351,70032
16/10-1,2679.4397898,5.0298342705,2.5756390095,23.399759293,0.1189490557,4.6235675812,69.416435242,70032
16/10-1,2679.5917898,5.0536184311,2.5790550709,20.438013077,0.1082750857,4.6546969414,67.920372009,70032
16/10-1,2679.7437898,5.084321022,2.5763270855,17.870853424,0.1000005826,4.6289796829,66.612098694,70032
16/10-1,2679.8957898,5.1742668152,2.5733468533,16.560670853,0.103350848,4.7737607956,65.813850403,70032
16/10-1,2680.0477898,5.3380103111,2.5755777359,17.689311981,0.1126330048,4.7503128052,65.633308411,70032
16/10-1,2680.1997898,5.5829896927,2.5804746151,20.515033722,0.1193740219,4.6701388359,66.579154968,70032
16/10-1,2680.3517898,5.825694561,2.5861959457,22.545305252,0.1158093661,4.7725152969,67.338752747,70032
16/10-1,2680.5037898,5.9415168762,2.5885329247,22.180400848,0.1087615117,4.993285656,67.070419312,70032
16/10-1,2680.6557898,5.9293160439,2.5914964676,19.803504944,0.1045445353,5.1704535484,66.411468506,70032
16/10-1,2680.8077898,5.8477730751,2.5942959785,18.470415115,0.1034913212,5,65.910263062,70032
16/10-1,2680.9597898,5.8365826607,2.5937848091,19.139202118,0.1042737514,4.8657188416,66.034934998,70032
16/10-1,2681.1117898,5.8771653175,2.5962133408,21.26940918,0.1029541343,4.5606102943,66.332626343,70032
16/10-1,2681.2637898,5.8892707825,2.593845129,24.17824173,0.1048664376,4.6219325066,66.89213562,70032
16/10-1,2681.4157898,5.8985338211,2.5932393074,23.723999023,0.1074818671,4.5657782555,66.954475403,70032
16/10-1,2681.5677898,5.9362521172,2.5929403305,22.177150726,0.1110925153,4.7033348083,67.033622742,70032
16/10-1,2681.7197898,5.97306633,2.5929422379,19.154899597,0.1093878597,4.5331931114,67.041770935,70032
16/10-1,2681.8717898,6.0369038582,2.5828404427,19.268026352,0.1029415056,4.3163385391,66.73008728,70032
16/10-1,2682.0237898,6.2287416458,2.5728161335,20.400939941,0.0943942368,4.2274169922,66.30418396,70000
16/10-1,2682.1757898,6.4690132141,2.5696063042,19.161745071,0.089290306,4.3710098267,65.362304688,70000
16/10-1,2682.3277898,6.5134301186,2.5747766495,18.414697647,0.0859976709,4.739107132,64.154060364,70000
16/10-1,2682.4797898,6.4417390823,2.5812225342,15.788912773,0.0868917108,5.1332774162,63.843349457,70000
16/10-1,2682.6317898,6.2406139374,2.5821299553,15.00058651,0.0903247297,5.2069234848,63.499408722,70000
16/10-1,2682.7837898,5.9120473862,2.5831832886,16.349779129,0.0939848199,4.9299163818,63.214931488,70000
16/10-1,2682.9357898,5.4826316833,2.5677852631,23.552999496,0.1133271679,4.3683552742,65.146347046,80000
16/10-1,2683.0877898,5.1997671127,2.5494554043,35.147720337,0.140508309,3.9778907299,67.720863342,80000
16/10-1,2683.2397898,5.1746730804,2.5488190651,42.026100159,0.1505731046,3.8227670193,70.960083008,80000
16/10-1,2683.3917898,5.0697526932,2.5609600544,40.671367645,0.1354167163,3.8331575394,71.684364319,80000
16/10-1,2683.5437898,4.9625401497,2.5753936768,32.680622101,0.1105494201,4.0192570686,71.258544922,70000
16/10-1,2683.6957898,4.814183712,2.5832936764,25.192182541,0.1096796393,4.136431694,68.52432251,70000
16/10-1,2683.8477898,4.7226324081,2.5892090797,22.873174667,0.1153363809,4.3164000511,66.153701782,70000
16/10-1,2683.9997898,4.9570322037,2.5941882133,22.986751556,0.1135881841,4.3660607338,66.278373718,70000
16/10-1,2684.1517898,5.3754444122,2.592818737,22.901008606,0.1009653211,4.5045099258,66.459129333,70000
16/10-1,2684.3037898,5.6898608208,2.5807673931,23.38420105,0.0957655087,4.3871588707,66.694572449,70000
16/10-1,2684.4557898,5.9021229744,2.5777349472,24.621265411,0.0990895033,4.2911958694,66.41783905,70000
16/10-1,2684.6077898,5.9899578094,2.5734415054,28.309520721,0.1049699113,4.1396961212,66.314407349,80000
16/10-1,2684.7597898,5.8792948723,2.5835635662,30.657478333,0.1042867005,4.2977395058,66.973266602,80000
16/10-1,2684.9117898,5.7462730408,2.5897209644,29.630947113,0.1024658903,4.2362599373,67.007011414,80000
16/10-1,2685.0637898,5.5583844185,2.5905723572,29.0082798,0.0995186642,4.3066167831,67.604293823,80000
16/10-1,2685.2157898,5.316529274,2.5908193588,25.536052704,0.1038660407,4.263876915,68.102981567,80000
16/10-1,2685.3677898,5.2331032753,2.5808849335,25.850168228,0.1094293892,4.2541160583,68.449165344,80000
16/10-1,2685.5197898,5.170735836,2.5846047401,24.723855972,0.1185407043,4.2725787163,68.300178528,80000
16/10-1,2685.6717898,5.1008734703,2.594588995,25.913221359,0.1210493222,4.199660778,68.698097229,70000
16/10-1,2685.8237898,5.1939406395,2.5995955467,28.050214767,0.1249176413,4.3670229912,69.353393555,70000
16/10-1,2685.9757898,5.3299860954,2.5978651047,28.300540924,0.1208742112,4.4541516304,68.629470825,70000
16/10-1,2686.1277898,5.4238810539,2.5872378349,26.848789215,0.1152174473,4.7038402557,67.863441467,70000
16/10-1,2686.2797898,5.5741868019,2.5866498947,23.94952774,0.1054499224,4.7682785988,66.421707153,70000
16/10-1,2686.4317898,5.7562971115,2.5816056728,22.742017746,0.1032410339,4.7829465866,64.86126709,70000
16/10-1,2686.5837898,5.9906630516,2.5743894577,21.193820953,0.1019004434,4.9915981293,64.341171265,70000
16/10-1,2686.7357898,6.3565626144,2.5774822235,19.663169861,0.0999967158,5.2237682343,64.794929504,70000
16/10-1,2686.8877898,6.8123679161,2.5792927742,19.128684998,0.0955592096,5.3379898071,64.977859497,70000
16/10-1,2687.0397898,7.0394434929,2.5868425369,19.037216187,0.0958983153,5.3511023521,64.809570313,70000
16/10-1,2687.1917898,6.8419661522,2.5810892582,18.102624893,0.0951875821,5.4282922745,64.457038879,70000
16/10-1,2687.3437898,6.3853983879,2.5822527409,18.187515259,0.1029560789,5.7134437561,64.313461304,70000
16/10-1,2687.4957898,5.9810757637,2.5827517509,20.776966095,0.1158601567,5.5924968719,64.895721436,80000
16/10-1,2687.6477898,5.7698349953,2.5807385445,26.395578384,0.1319634467,5.2019934654,66.577949524,80000
16/10-1,2687.7997898,5.6838588715,2.5906336308,31.429954529,0.143403098,5.1045589447,68.613037109,80000
16/10-1,2687.9517898,5.6232156754,2.5987000465,33.671985626,0.141826272,4.9387378693,70.440475464,80000
16/10-1,2688.1037898,5.6242771149,2.6134269238,33.836639404,0.1325512677,4.8849358559,70.046951294,80000
16/10-1,2688.2557898,5.6147646904,2.6158134937,30.688106537,0.109956108,4.5298233032,69.183753967,80000
16/10-1,2688.4077898,5.5964722633,2.6203165054,26.569911957,0.089764744,4.3504786491,66.48600769,80000
16/10-1,2688.5597898,5.7349390984,2.6261582375,22.328298569,0.0798674524,4.2338218689,64.851768494,70000
16/10-1,2688.7117898,6.0865678787,2.6244702339,20.765741348,0.0790999979,4.2578005791,63.936294556,70000
16/10-1,2688.8637898,6.4864010811,2.6277728081,22.13146019,0.0790714473,4.4459238052,63.499946594,70000
16/10-1,2689.0157898,6.9231553078,2.6178116798,21.016090393,0.0785487369,4.6072645187,63.195175171,70000
16/10-1,2689.1677898,7.3823852539,2.6238758564,19.580102921,0.0762205645,4.6267962456,63.487270355,70000
16/10-1,2689.3197898,7.9155359268,2.625854969,17.986690521,0.0733260512,5.0084667206,62.439231873,70000
16/10-1,2689.4717898,8.4790372849,2.645211935,19.274463654,0.0606579483,5.4162387848,60.985042572,70000
16/10-1,2689.6237898,8.6838693619,2.6564104557,19.558185577,0.052487012,6.8369922638,59.152610779,70000
16/10-1,2689.7757898,8.3540782928,2.6589581966,19.320362091,0.0545915626,6.3690037727,58.484096527,70000
16/10-1,2689.9277898,7.7519688606,2.6466550827,20.310647964,0.0723475069,6.5342102051,58.421722412,70000
16/10-1,2690.0797898,6.898809433,2.6320765018,22.443815231,0.0950684845,5.2981395721,59.192180634,70000
16/10-1,2690.2317898,6.125494957,2.6147477627,27.094762802,0.1206914485,4.8579463959,62.912101746,70000
16/10-1,2690.3837898,5.5136852264,2.6045188904,30.725595474,0.1366147697,4.2622661591,67.108459473,70000
16/10-1,2690.5357898,4.933962822,2.5981860161,34.779628754,0.1451438218,4.4109735489,69.203056335,70000
16/10-1,2690.6877898,4.4343066216,2.6065781116,37.618793488,0.1398447752,4.400200367,71.959030151,70000
16/10-1,2690.8397898,4.0759086609,2.6055457592,37.494968414,0.1383718997,4.4695258141,73.58417511,70000
16/10-1,2690.9917898,3.7274153233,2.6041533947,38.435211182,0.1371913701,4.1474890709,73.210159302,70000
16/10-1,2691.1437898,3.3776197433,2.5975615978,36.74747467,0.1436652243,4.0535612106,72.99156189,80000
16/10-1,2691.2957898,3.1933128834,2.6097109318,39.208969116,0.1499914676,3.8891983032,74.050491333,80000
16/10-1,2691.4477898,3.1333031654,2.6150658131,39.396884918,0.1558291614,4.0163674355,74.561477661,80000
16/10-1,2691.5997898,3.1583247185,2.6300935745,44.851772308,0.1612169743,4.0417232513,75.220733643,80000
16/10-1,2691.7517898,3.2498836517,2.627461195,44.750827789,0.1656053513,4.2279005051,76.183189392,80000
16/10-1,2691.9037898,3.372743845,2.6287813187,44.458034515,0.1588283479,4.3950872421,76.636886597,80000
16/10-1,2692.0557898,3.4392309189,2.616723299,40.603816986,0.136406213,4.8410420418,75.192481995,80000
16/10-1,2692.2077898,3.4449191093,2.6193680763,41.488788605,0.1115106419,5.3251566887,71.786911011,80000
16/10-1,2692.3597898,3.3867926598,2.6108133793,40.81879425,0.1139242351,5.1328244209,69.334777832,80000
16/10-1,2692.5117898,3.3473470211,2.6023705006,39.545005798,0.1291351318,4.7159566879,67.609977722,80000
16/10-1,2692.6637898,3.3482897282,2.5926308632,37.139900208,0.1484225392,4.3899250031,69.2134552,70000
16/10-1,2692.8157898,3.450293541,2.5918371677,36.233390808,0.1506009847,4.0989694595,73.418159485,70000
16/10-1,2692.9677898,3.6211972237,2.5926971436,37.38142395,0.1432949901,4.0731639862,75.490982056,70000
16/10-1,2693.1197898,3.7286026478,2.5983867645,38.069671631,0.1274933368,4.177022934,75.218650818,70000
16/10-1,2693.2717898,3.7614324093,2.6072378159,36.164112091,0.1053529829,4.4289445877,72.982917786,70000
16/10-1,2693.4237898,3.8356764317,2.622117281,32.444232941,0.0942125693,4.7857422829,70.743049622,70000
16/10-1,2693.5757898,3.9277410507,2.6255831718,27.171653748,0.0855199322,4.5712118149,66.961494446,70000
16/10-1,2693.7277898,4.0052580833,2.6293785572,26.495513916,0.0845962167,4.6373562813,66.345504761,70000
16/10-1,2693.8797898,4.1686406136,2.6205506325,27.149448395,0.090026781,4.5225205421,65.910224915,70000
16/10-1,2694.0317898,4.2785906792,2.6104815006,30.649585724,0.1035442948,4.5012922287,66.647781372,70000
16/10-1,2694.1837898,4.1542835236,2.5971140862,31.720781326,0.1247613356,4.3773155212,69.352226257,70000
16/10-1,2694.3357898,3.9909629822,2.5862827301,35.741249084,0.140955627,4.2095394135,71.401527405,70000
16/10-1,2694.4877898,3.8926980495,2.5878190994,37.819664001,0.1435828805,4.3296298981,74.460998535,70000
16/10-1,2694.6397898,3.768024683,2.5865857601,39.813365936,0.1341718286,4.1936264038,76.233787537,70000
16/10-1,2694.7917898,3.6432952881,2.5977461338,36.77041626,0.1222475618,4.074426651,75.824234009,70000
16/10-1,2694.9437898,3.546397686,2.6038665771,33.168773651,0.1209124103,4.1794676781,74.525276184,70000
16/10-1,2695.0957898,3.4431397915,2.610360384,32.012432098,0.1186391935,4.3874001503,71.977897644,70000
16/10-1,2695.2477898,3.3869714737,2.6038105488,33.369411469,0.1170958951,4.8238143921,71.387275696,70000
16/10-1,2695.3997898,3.4519996643,2.6008563042,34.415668488,0.1202168837,4.5783524513,71.783882141,70000
16/10-1,2695.5517898,3.5283710957,2.5930099487,36.399959564,0.127302736,4.4566054344,72.885307312,70000
16/10-1,2695.7037898,3.5730578899,2.5968093872,35.36838913,0.1272591203,4.3056697845,73.256217957,70000
16/10-1,2695.8557898,3.5582380295,2.5931038857,36.200206757,0.1218448058,4.343439579,73.511123657,70000
16/10-1,2696.0077898,3.4840810299,2.5839512348,35.520000458,0.1240202114,4.327709198,73.987739563,70000
16/10-1,2696.1597898,3.3528838158,2.5762224197,39.235710144,0.1303480715,4.1131010056,73.387748718,70000
16/10-1,2696.3117898,3.251904726,2.5718352795,41.620223999,0.138981089,4.1019926071,74.126792908,80000
16/10-1,2696.4637898,3.2047891617,2.5809979439,43.587211609,0.137776047,4.1276612282,74.258811951,80000
16/10-1,2696.6157898,3.2040882111,2.5808541775,43.687618256,0.1447983235,4.0239696503,75.011398315,80000
16/10-1,2696.7677898,3.2382426262,2.5871913433,45.591388702,0.1446297467,4.0844159126,76.248374939,80000
16/10-1,2696.9197898,3.2933266163,2.5857868195,43.964614868,0.1493668854,3.8579668999,75.998306274,80000
16/10-1,2697.0717898,3.325319767,2.582508564,42.696666718,0.1409808248,4.0034818649,75.561958313,80000
16/10-1,2697.2237898,3.3369743824,2.5875890255,37.880695343,0.1296247542,3.6684632301,75.125602722,80000
16/10-1,2697.3757898,3.2868235111,2.5862061977,39.352005005,0.1233279184,3.7088360786,73.880004883,80000
16/10-1,2697.5277898,3.2779581547,2.59156394,36.875320435,0.1245913059,3.7943305969,73.129974365,70000
16/10-1,2697.6797898,3.3005952835,2.5879330635,39.962882996,0.1327266544,4.2612447739,73.991905212,70000
16/10-1,2697.8317898,3.3338718414,2.5860242844,40.365943909,0.144251734,4.5589733124,74.741088867,70000
16/10-1,2697.9837898,3.3888657093,2.5895459652,40.31337738,0.1422331184,4.6703133583,76.228248596,70000
16/10-1,2698.1357898,3.4059143066,2.5862588882,36.879787445,0.1422982663,4.3800849915,76.12714386,70000
16/10-1,2698.2877898,3.3302168846,2.589435339,32.350803375,0.1357311308,4.17973423,75.634880066,70000
16/10-1,2698.4397898,3.2595562935,2.5866680145,34.243721008,0.1340374351,4.0019783974,74.769577026,70000
16/10-1,2698.5917898,3.1911594868,2.5932252407,37.28691864,0.1294207275,4.209379673,74.506248474,70000
16/10-1,2698.7437898,3.1270911694,2.5948579311,41.291160583,0.1292999983,4.1464419365,74.621543884,80000
16/10-1,2698.8957898,3.1116259098,2.5867536068,43.061100006,0.1353127658,4.1369361877,75.23109436,80000
16/10-1,2699.0477898,3.0993959904,2.5845649242,42.911064148,0.1496261358,3.9894068241,75.854454041,80000
16/10-1,2699.1997898,3.0804960728,2.5882585049,43.498348236,0.1567498296,4.1388163567,77.201187134,80000
16/10-1,2699.3517898,3.0571103096,2.5965721607,41.710525513,0.1542118639,4.3060951233,77.490470886,80000
16/10-1,2699.5037898,3.0259859562,2.5974755287,42.822380066,0.1352043152,4.0351805687,76.540748596,80000
16/10-1,2699.6557898,2.9717824459,2.5963516235,42.171955109,0.1270317435,3.9300334454,75.304214478,80000
16/10-1,2699.8077898,2.96844697,2.6004936695,44.174858093,0.13766101,3.7878513336,75.428878784,80000
16/10-1,2699.9597898,3.059201479,2.5959460735,45.529575348,0.1496095955,4.1566133499,75.615890503,80000
16/10-1,2700.1117898,3.223824501,2.590293169,47.172119141,0.1409042776,4.1017026901,75.506401062,80000
16/10-1,2700.2637898,3.3670620918,2.5867826939,43.732021332,0.1210957393,4.2528648376,75.026939392,80000
16/10-1,2700.4157898,3.437754631,2.5950825214,39.173686981,0.1150988936,4.1290435791,73.112991333,80000
16/10-1,2700.5677898,3.5057196617,2.6025571823,34.747829437,0.1224153936,4.1137609482,71.823905945,80000
16/10-1,2700.7197898,3.6355743408,2.5944650173,35.519683838,0.1270268261,3.9721865654,71.398155212,70000
16/10-1,2700.8717898,3.847312212,2.5955841541,34.599308014,0.1256158054,3.913592577,71.842811584,70000
16/10-1,2701.0237898,4.091108799,2.5995209217,34.48796463,0.1145966575,4.2054028511,72.108253479,70000
16/10-1,2701.1757898,4.2485399246,2.6137430668,30.032936096,0.1053411514,4.1357021332,70.496833801,70000
16/10-1,2701.3277898,4.3189172745,2.6167473793,30.539237976,0.1036799848,4.1724114418,69.563217163,70000
16/10-1,2701.4797898,4.280216217,2.6114423275,29.727638245,0.1055425629,3.911952734,69.731285095,70000
16/10-1,2701.6317898,4.1582159996,2.6004805565,32.123630524,0.1115134805,4.020304203,69.634689331,70000
16/10-1,2701.7837898,4.0743169785,2.5882036686,32.941082001,0.1141138002,4.1390099525,70.544883728,70000
16/10-1,2701.9357898,3.9632093906,2.5686833858,36.909675598,0.1230999231,4.1483998299,72.00088501,70000
16/10-1,2702.0877898,3.7968800068,2.5547471046,43.653434753,0.1365187615,4.0376381874,73.039634705,80000
16/10-1,2702.2397898,3.6859686375,2.552323103,48.061893463,0.1404364407,3.8295767307,75.291007996,80000
16/10-1,2702.3917898,3.5526080132,2.5649180412,51.364414215,0.1338867545,3.780308485,74.817962646,80000
16/10-1,2702.5437898,3.3607964516,2.5766191483,46.331932068,0.1214215979,3.7702271938,73.389862061,80000
16/10-1,2702.6957898,3.2566125393,2.5664029121,40.561717987,0.1229113191,3.7995171547,73.702064514,80000
16/10-1,2702.8477898,3.2257735729,2.5598809719,38.641571045,0.132305339,3.950637579,73.975379944,80000
16/10-1,2702.9997898,3.2550930977,2.5635197163,39.535503387,0.1324919611,4.270532608,74.898880005,70000
16/10-1,2703.1517898,3.3201246262,2.584236145,40.041282654,0.1161932126,4.3012042046,74.663902283,70000
16/10-1,2703.3037898,3.3306939602,2.5924055576,34.568374634,0.1104594693,4.1471843719,73.396255493,70000
